rebalance_every,period_hours,periods_per_year,sharpe_median_fold,frac_folds_positive,sharpe_worst_fold,sharpe_full,ann_return,ann_vol,kelly_lev,vnd_per_week_half_kelly,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7
6,24.0,365.0,1.3508457288038813,0.75,-0.10085737638791503,1.5002477785666732,0.6064985384089039,0.40426558004195046,3.7110450471964334,16231.32257519884,2.6410990520145528,3.6491403444025377,1.1531561213570682,-0.10085737638791503,1.8207480295691651,0.40448366813593195,-0.09631826972710678,1.5485353362506944
9,36.0,243.33333333333334,0.4342971290056886,1.0,0.002182319193709849,1.1944071581457303,0.4687757639387998,0.39247568196640387,3.043264112980055,10288.041774733842,1.343280209181104,4.270637390558437,0.3832148327862406,0.4853794252251367,0.3569661757325711,1.546417421464284,0.002182319193709849,0.355645809040413
12,48.0,182.5,1.6601014204016562,0.875,-0.15307972976309764,1.6967712462853246,0.8598627408603045,0.506764092533256,3.3482467903425404,20762.254775629714,2.922395754927205,3.082656142243954,1.782490425144081,-0.15307972976309764,1.5377124156592314,0.7491942059961874,0.7976929056112765,2.4906560115170047
18,72.0,121.66666666666667,1.6149832906430825,1.0,0.3011613665761779,1.742466413071947,0.7942882595774367,0.4558413600507318,3.8225281112666556,21895.59519723907,2.57316514247973,2.9596183457916982,1.567738202632474,0.3011613665761779,2.7227907612013253,0.477700714989939,1.042566911812447,1.6622283786536913
24,96.0,91.25,1.0625178007649794,0.75,-0.34684173577179633,1.062854084031986,0.6282966464302641,0.5911410191385742,1.7979704497258613,8146.577913053887,1.8575287511868392,2.0119811732274155,1.157454731281733,-0.34684173577179633,2.276484985818924,-0.1741654757721342,0.8348833035491979,0.967580870248226
30,120.0,73.0,1.6127856257158535,0.75,-0.6717326627694665,1.346793477255974,0.6351971458147024,0.4716366366051056,2.8555743399205533,13080.668296004123,1.2415746079938628,2.3933836815210943,1.9839966434378444,-0.6717326627694665,2.7934103775657353,-0.4834161319284412,2.265797625800257,1.0348935858797623
36,144.0,60.833333333333336,1.2363674531970654,1.0,0.05477661728840938,1.2584746189543214,0.6417891345920788,0.5099738404937777,2.467723869396545,11421.334374174696,1.1837168748829887,2.6967479310906057,1.2890180315111421,0.9156766027362423,2.1966334267142944,0.05477661728840938,1.7176351904832148,0.5099434116341107
