n_positions,lev_min,sharpe_full,ann_return,ann_vol,sharpe_median_fold,frac_folds_positive,sharpe_worst_fold,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,kelly_lev,lev_used,growth_week
4,0.5263157894736842,0.9938859965421282,0.9004446877741897,0.905983876326828,1.3061292809674145,0.875,-0.14655565148363373,1.65332062995333,1.3993216353471556,1.2129369265876737,1.905838245269523,1.7936968884063815,-0.14655565148363373,0.8339198277932953,0.8268096096263482,1.4416694547180182,0.7208347273590091,0.012378684398533535
5,0.6578947368421053,,0.0,0.0,,,,,,,,,,,,0.0,0.6578947368421053,
6,0.7894736842105263,1.1374576415747102,0.7831932553328771,0.6885471833910358,1.3354481600110577,0.875,-0.4570488459830813,2.3036323465102755,1.5421146922939406,1.8950383540248066,1.1287816277281748,1.8344339126552094,-0.4570488459830813,0.6828933954506577,0.9634695809167941,1.939515827272853,0.9697579136364265,0.012944275948199779
8,1.0526315789473684,1.3309046774646052,0.7466915284436549,0.5610405772005507,1.5936621234236132,1.0,0.2702696934388436,2.4114327222386036,1.9727348570476828,1.874518045987785,0.9170849224796348,1.6718709048000708,0.2702696934388436,0.33792333750585296,1.5154533420471556,2.8405469910493473,1.4202734955246736,0.01848432822128533
10,1.3157894736842106,1.5567316870605001,0.7580496402537418,0.48694945092633757,1.509170415914443,1.0,0.13297020910462584,2.5910488555151483,2.768910421037022,1.7137510383210812,0.6884609824658395,2.425198105613824,0.13297020910462584,0.7056423699341893,1.3045897935078046,3.099234249147434,1.549617124573717,0.01656059774852818
12,1.5789473684210527,1.742466413071947,0.7942882595774367,0.4558413600507318,1.6149832906430825,1.0,0.3011613665761779,2.57316514247973,2.9596183457916982,1.567738202632474,0.3011613665761779,2.7227907612013253,0.477700714989939,1.042566911812447,1.6622283786536913,3.542862566186067,1.7714312830930334,0.018986927791116173
