c_lookback,c_min_periods,c_t_threshold,c_max_abs_weight,c_max_step,p_mode,p_n_positions,p_max_weight,p_vol_window,p_z_clip,p_vol_floor_pct,sharpe_train,sharpe_holdout,n_train,n_holdout,status
500,180,1.5,0.3,0.03,rank_riskparity,12,0.2,60,3.0,0.1,2.0901273594686587,0.9988697473640493,580,219,ok
500,180,1.5,0.3,0.03,rank_riskparity,8,0.3,60,2.0,0.2,1.7761771106844153,0.9333114933287854,580,219,ok
500,180,1.5,0.3,0.03,zscore,8,0.2,90,2.0,0.2,1.7837224526687847,0.9645062679187412,580,219,ok
500,180,1.5,0.3,0.03,rank_riskparity,16,0.2,90,3.0,0.1,1.9763289324091091,1.0575326120221098,580,219,ok
500,180,1.5,0.3,0.03,zscore_riskparity,8,0.2,40,3.0,0.05,1.738672264074897,1.2021896903823164,580,219,ok
500,180,1.5,0.3,0.03,zscore,20,0.15,90,3.0,0.05,2.0707551923509326,1.2251705022233474,580,219,ok
250,180,1.0,0.3,0.03,rank_riskparity,16,0.2,60,3.0,0.2,2.1982024266817195,1.4835749041196147,580,219,ok
250,180,1.0,0.3,0.03,zscore,12,0.3,90,2.5,0.05,2.034049032869475,1.3069525033310645,580,219,ok
250,180,1.0,0.3,0.03,zscore_riskparity,16,0.2,90,2.0,0.2,2.1053634092581035,1.5196498646544436,580,219,ok
250,180,1.0,0.3,0.03,rank_riskparity,20,0.2,40,3.0,0.2,2.220093016582266,1.6392117339495182,580,219,ok
250,180,1.0,0.3,0.03,zscore_riskparity,12,0.2,40,3.0,0.05,1.9422383604190598,1.421332871654579,580,219,ok
250,180,1.0,0.3,0.03,zscore_riskparity,8,0.15,60,2.5,0.05,1.8363694590519963,0.7870996601383867,580,219,ok
250,180,1.0,0.3,0.03,zscore_riskparity,16,0.2,40,2.5,0.2,2.108141945618413,1.458732175960506,580,219,ok
250,180,1.0,0.3,0.03,rank_riskparity,8,0.3,60,2.0,0.1,1.7612066373882436,0.7685782761849111,580,219,ok
250,180,1.0,0.3,0.03,rank_binary,8,0.3,40,3.0,0.05,1.8090475305996043,0.8472741335101736,580,219,ok
250,180,1.0,0.3,0.03,rank_binary,20,0.2,40,3.0,0.2,2.2747893997315694,1.7243471379386592,580,219,ok
500,80,2.0,0.15,0.1,rank_riskparity,20,0.2,90,3.0,0.2,1.5842654248859613,1.1209822588069838,580,219,ok
500,80,2.0,0.15,0.1,zscore,8,0.3,60,3.0,0.2,1.6470050056646073,1.0160707557197934,580,219,ok
500,80,2.0,0.15,0.1,rank_binary,16,0.15,90,2.0,0.1,1.9087315513732794,1.224549172161895,580,219,ok
500,80,2.0,0.15,0.1,zscore_riskparity,16,0.15,40,3.0,0.05,1.8626505642500568,1.2361023502485162,580,219,ok
500,80,2.0,0.15,0.1,rank_riskparity,16,0.15,40,2.0,0.05,1.790410521117418,1.121000919471544,580,219,ok
500,80,2.0,0.15,0.1,zscore,16,0.2,90,3.0,0.05,1.849230986206184,1.170462909167127,580,219,ok
500,80,2.0,0.15,0.1,zscore_riskparity,20,0.2,90,2.5,0.05,1.6159216462197465,1.2584576460897323,580,219,ok
500,80,2.0,0.15,0.1,zscore,16,0.3,90,2.5,0.05,1.8280025920536707,1.227973652982694,580,219,ok
500,80,2.0,0.15,0.1,rank_riskparity,12,0.2,60,3.0,0.2,2.1609846219222395,1.223245711722643,580,219,ok
500,80,2.0,0.15,0.1,rank_binary,20,0.15,90,2.0,0.05,1.6885298527528576,1.0656554467522565,580,219,ok
500,120,1.0,0.45,0.03,zscore_riskparity,12,0.3,90,3.0,0.2,2.1979945463585078,1.2867968484469683,580,219,ok
500,120,1.0,0.45,0.03,zscore,20,0.2,60,3.0,0.2,2.400333543967483,1.3842653436159296,580,219,ok
500,120,1.0,0.45,0.03,rank_riskparity,16,0.2,60,3.0,0.05,2.2825783417775254,1.3873495347190403,580,219,ok
500,120,1.0,0.45,0.03,zscore_riskparity,8,0.15,90,3.0,0.05,2.0163003079922612,1.0664925086342032,580,219,ok
500,120,1.0,0.45,0.03,zscore,12,0.2,60,2.5,0.1,2.240115311787805,1.4498593966079965,580,219,ok
500,120,1.0,0.45,0.03,rank_binary,12,0.15,90,2.0,0.2,2.3330687966431873,1.4277472885159537,580,219,ok
500,120,1.0,0.45,0.03,zscore_riskparity,8,0.3,40,2.0,0.2,2.0465540419115698,1.325969489918427,580,219,ok
500,120,1.0,0.45,0.03,zscore_riskparity,8,0.2,40,2.0,0.1,2.024340942701973,1.3083542047055328,580,219,ok
500,120,1.0,0.45,0.03,zscore,20,0.3,60,2.5,0.2,2.401094657180296,1.4389497437084102,580,219,ok
500,120,1.0,0.45,0.03,rank_riskparity,12,0.2,40,2.5,0.05,2.3691562616278365,1.1961396326107607,580,219,ok
